Debra Von#122287#0.6#5
Freddy Heidenreich#56411#0.54#5
Darcie Wolff#933928#0.6#9
Cesar Rempel#415631#0.67#9
Scottie Thiel#874874#0.6#6
Trent Quigley#276587#0.6#4
Larry Langosh#522439#0.72#10
Lupe Lockman#288154#0.6#5
Silvia Waelchi#182556#0.94#9
Margarett Dibbert#262755#0.6#4
Lionel Dibbert#360118#0.6#6
Ashley Deckow#178416#0.6#10
Chauncey Metz#837689#0.6#10
Willian Bartoletti#5824#0.6#7
Sudie Rogahn#658472#0.77#7
Clint Nolan#802433#0.6#8
Zachary Hirthe#473180#0.6#10
Xochitl Cartwright#833379#0.7#7
Helena O'Reilly#176055#0.6#1
Chang Grant#50993#0.96#1
Pauletta Walter#881787#0.62#4
Harlan Bahringer#81504#0.67#4
Rene McGlynn#416650#0.6#9
Sammie Mitchell#560147#0.68#5
Exie Jenkins#415042#0.6#7
Dale Cronin#194628#0.6#8
Edgar Littel#675770#0.6#6
Rickey Daniel#108517#0.6#7
Xiao Howe#687006#0.6#10
Jeanette Balistreri#482676#0.55#10
Fannie Herzog#980413#0.6#8
Williams Labadie#157547#0.98#10
Hwa Skiles#895646#0.6#2
Clifford Hegmann#283173#0.6#8
Odelia Altenwerth#274503#0.6#10
Alejandrina Block#543948#0.66#10
Tyesha Lynch#539582#0.6#2
Tyree Abshire#76583#0.77#7
Kris Bosco#729429#0.63#9
Stanford Johnson#418775#0.6#10
Jordon Gerlach#694126#0.6#7
Barney Hermann#97263#0.6#1
Sunday Bashirian#384797#0.6#10
Bambi Swaniawski#330170#0.6#4
Solange Kilback#154833#0.64#10
Alonso Weber#221621#0.6#6
Booker Hodkiewicz#605974#0.6#10
Melodee Willms#457520#0.63#9
Randall Cummerata#699220#0.6#4
Elfrieda Kautzer#841894#0.76#9
Hisako Jerde#67824#0.6#1
Loria O'Kon#530142#0.57#1
Randell Von#951095#0.74#10
Solomon Langworth#131351#0.6#6
Edmond Waters#201437#0.6#4
Elwanda Berge#775639#0.73#3
Alexis Emard#53295#0.54#7
Franklin Deckow#548273#0.67#6
Quinton Tremblay#664421#0.89#2
Ira Wisoky#229462#0.71#3
Carmelo Beier#713056#0.79#10
Nancy Mraz#726126#0.6#6
Missy Treutel#385125#0.6#5
Donnette Volkman#51344#0.69#2
Jonathan Barrows#532175#0.6#3
Rick Brown#560704#0.57#7
Lindsey Douglas#884773#0.76#8
Quinton Crona#805001#0.83#1
Jenell Bruen#677360#0.6#5
Lashaun Mueller#477269#0.6#4
Linwood King#775078#0.55#7
Lance Miller#399464#0.6#1
Dorthey Block#393316#0.65#2
Rodney Mosciski#577907#0.6#2
Thora Borer#766296#0.84#7
Emile Jast#13781#0.6#10
Karren Gleason#74312#0.73#2
Leanne Legros#808278#0.6#5
Trenton Bernier#984401#0.71#4
Max Walter#547418#0.6#1
Johanna Rolfson#254028#0.93#6
Contessa Beier#11033#0.66#4
Taunya Hayes#496229#0.6#9
America Mueller#187988#0.6#3
Sonja Pouros#66769#0.57#6
Jc Rutherford#958353#0.6#9
Richie Raynor#366640#0.6#2
Genesis Kshlerin#562906#0.87#5
Ermelinda Olson#296760#0.94#3
Sebastian Jacobi#277045#0.6#9
Krissy Dickens#338577#0.51#7
Cary Halvorson#655085#0.6#5
Colin Mann#840757#0.79#10
Shelton Parker#835644#0.6#6
Jerrod Gutmann#930058#0.83#8
Morgan McGlynn#492977#0.85#2
Israel Cole#240081#0.6#2
Bert Wilderman#283840#0.6#2
Kristopher Durgan#804483#0.6#10
Leeann Ondricka#366172#0.55#7
Jarod Gerlach#322085#0.6#1
Kirstin Lemke#290882#0.6#8
Elmer Schneider#193160#0.6#7
Brice Smith#529011#0.73#9
Jae Effertz#61832#0.6#10
Ivey Bailey#782452#0.6#1
Ron Walker#760752#0.6#5
Napoleon Roob#611311#0.6#7
Savannah Collier#619213#0.6#4
Gerry Walker#426686#0.75#5
Edwin Gleichner#12621#0.89#1
Gaston Mitchell#98259#0.72#4
Kiyoko Rowe#415041#0.6#7
Willodean Kiehn#461833#0.92#10
Alfred Hegmann#383181#0.93#5
Lesley Welch#627260#0.74#4
Ferdinand VonRueden#824843#0.6#1
Victor Conroy#23615#0.72#9
Tim Brekke#829844#0.6#7
Breann Lakin#600010#0.61#1
Samatha Rolfson#37525#0.6#2
Ira Auer#643195#0.55#2
Jorge Zulauf#729506#0.87#8
Josefina Tremblay#861068#0.6#1
Harvey Gaylord#247199#0.6#3
Marcos McLaughlin#911126#0.6#3
Isis Hegmann#353595#0.78#4
Lemuel Mosciski#353066#0.6#1
Eldridge Moen#222722#0.6#7
Shawanna Hyatt#193561#0.6#9
Charlie Stracke#231185#0.6#7
Juliette Ruecker#642255#0.6#2
Jill Simonis#486660#0.56#7
Grayce Hodkiewicz#139913#0.95#2
Armand Mohr#423779#0.71#7
Selene Greenholt#701065#0.6#6
Danille Koelpin#592137#0.6#1
Charles Hudson#822133#0.65#4
Warren Cremin#583908#0.6#3
Nenita Tillman#36793#0.6#10
Donovan Abbott#24412#0.6#2
Clayton Weimann#121673#0.6#9
Jone Smitham#685137#0.6#6
Kip Kilback#133382#0.75#2
Deidra Stamm#988887#0.93#5
Hallie Harvey#248279#0.85#6
Lemuel Beier#353646#0.68#6
Zane Mayer#707883#0.86#7
Williams Streich#147005#0.99#1
Max Block#493169#0.6#9
Luella Ernser#739749#0.6#6
Dong Borer#721660#0.6#3
Christa DuBuque#297188#0.79#3
Chung Deckow#836381#0.56#5
Carlo Lebsack#108190#0.88#6
Gerry Terry#691500#0.67#8
Cleo Bechtelar#94161#0.6#9
Herminia Mohr#333515#0.6#3
Elana Effertz#643456#0.6#9
Neal Schumm#145694#0.6#3
Angel Tillman#384235#0.57#3
Micha Lang#180489#0.6#3
Lillian MacGyver#33575#0.6#9
Melonie Larkin#108966#0.6#5
Thaddeus O'Kon#286938#0.51#9
Carey Little#516962#0.96#6
William Stracke#963916#0.6#1
Walker Hessel#87271#0.6#4
Kori Funk#158747#0.6#8
Giuseppe Hand#790661#0.83#7
Randell Wuckert#800422#0.6#9
Marcus Quigley#984302#0.92#7
Annie Borer#369296#0.79#3
Jesus Spencer#417983#0.64#2
Cletus Kuhlman#126728#0.61#1
Rosy Satterfield#806675#0.94#1
Cheryle O'Keefe#944592#0.94#6
Alden Kshlerin#483074#0.76#4
Ginette Fisher#907176#0.55#10
Brendon Bartoletti#510874#0.6#5
Karen O'Reilly#578363#0.6#8
Joel Yost#901336#0.6#8
Tristan Conroy#441166#0.6#10
Bernard Koepp#283982#0.9#1
Danilo Gusikowski#978230#0.6#2
Shaun Hills#307438#0.51#6
Consuelo Bailey#845334#0.78#5
Rana Larkin#319846#0.6#3
Sterling Wilkinson#647167#0.89#10
Tonie Ratke#526795#0.78#1
Genevive O'Connell#18305#0.6#5
King Haley#405890#0.6#10
Jesse Hilpert#855316#0.75#7
Jules Crist#857918#0.74#5
Kittie Bernier#206238#0.6#1
Gerald Konopelski#542232#0.6#2
Erich Kunze#38321#0.6#4
Tory Monahan#176608#0.6#3
Monroe Fritsch#771879#0.6#6
Perry Maggio#308692#0.61#5
Micaela Turcotte#174676#0.94#8
Monty Beatty#607756#0.58#4
Kenyatta D'Amore#279592#0.77#9
Chelsey Lueilwitz#726821#0.6#9
Otha Schowalter#808136#0.6#6
Sheilah Yost#873283#0.6#3
Johnnie Kiehn#826003#0.77#1
Darnell Yost#149179#0.6#9
Ching Marquardt#456950#0.6#5
Hipolito Kohler#482930#0.6#7
Adaline D'Amore#780860#0.6#5
Jackson Emard#978025#0.68#5
Sharita Predovic#807857#0.6#9
Willie Feil#396119#0.96#4
Leon Wilderman#943924#0.89#5
Walter Abshire#267584#0.6#1
Winfred Homenick#650544#0.5#10
Cleora Kilback#246676#0.89#8
Lissette Hayes#87793#0.69#4
Delia Mills#10701#0.95#6
Lorina Baumbach#242183#0.93#10
Kari Wisozk#427013#0.6#4
Francene Schmidt#38248#0.6#4
Emeline Nader#930371#0.71#10
Ferdinand Bergnaum#179170#0.76#7
Omar Marks#404370#0.96#1
Ashley Kunde#765794#0.6#5
Alonzo Mohr#183261#0.59#5
Lakendra West#824993#0.6#8
Barrett Maggio#359322#0.6#8
Will Haag#425653#0.92#10
Luana Moore#595501#0.89#9
Elvin Okuneva#533055#0.6#4
Latoya Friesen#257217#0.79#2
Williams Kiehn#217474#0.6#2
Travis Daugherty#965875#0.6#5
Ericka Wuckert#898125#0.6#1
Andera Fahey#588203#0.66#8
Orlando Stoltenberg#247856#0.6#8
Curtis Jacobi#928986#0.82#4
Cammie Rath#860039#0.6#3
Jovan Homenick#433391#0.6#9
Agnus MacGyver#1003676#0.99#4
Mohammad Kshlerin#727358#0.87#4
Lyla Baumbach#911333#0.76#6
Robt Abshire#66626#0.6#4
Shiela Okuneva#395670#0.6#4
Renna Friesen#618889#0.6#1
Mitchell Jenkins#873121#0.6#4
Ted Weber#706720#0.79#1
Toshiko Walsh#751397#0.58#9
Cristi Stoltenberg#182315#0.72#10
Isreal Bartell#599988#0.6#2
Bobbie Hayes#158340#0.6#8
Tobias Kilback#344245#0.6#1
Benjamin Balistreri#381585#0.6#7
Milton Conn#657608#0.63#10
Kimbra Koch#175692#0.78#1
Hai Braun#588453#0.6#4
Dalton Adams#329389#0.78#2
Leopoldo Dach#41832#0.6#9
Lashaun Little#347398#0.64#6
Lindsay Cummerata#535167#0.63#6
Israel Carroll#434965#0.76#9
Dudley Daugherty#633883#0.6#9
Pandora Mitchell#919522#0.6#8
Elden Rempel#725417#0.6#3
Marcus King#231954#0.63#6
Elvis Smitham#525064#0.6#2
Sam Zieme#173411#0.6#2
Seymour Hartmann#324833#0.6#2
Luigi Medhurst#124415#0.6#8
Jacklyn Herman#10902#0.59#4
Dane Howell#73197#0.73#2
Hilton Kunze#142247#0.6#7
Todd Moen#544370#0.84#2
Rolf Labadie#817271#0.6#2
Sonya Greenholt#852521#0.6#3
Latashia Gorczany#58594#0.6#3
Jc Wintheiser#329760#0.6#10
Daisey Metz#550891#0.72#2
Roberta Stiedemann#869870#0.6#2
Ruthe Schumm#330188#0.86#7
Adaline Runte#269908#0.6#9
Daina Ledner#988181#0.6#1
Charles Ondricka#416152#0.6#4
Evia Johnston#526430#0.6#2
Elmo Rempel#755021#0.6#10
Les Veum#357303#0.6#6
Bret Mante#586672#0.79#1
Gerald Glover#688979#0.84#3
Brenton Kutch#850717#0.88#1
Devon Nader#408956#0.66#4
Fredricka Little#852930#0.87#7
Luigi Hansen#908462#0.6#5
Wayne McKenzie#207704#0.6#9
Chadwick Renner#695958#0.6#7
Arthur Jacobson#498955#0.6#2
Chang Barrows#485004#0.93#1
Charita Stracke#335719#0.66#7
Claudio Runte#926711#0.6#2
Antonia Hahn#673713#0.6#8
Russell Bashirian#327395#0.89#7
Edgardo Bosco#510465#0.85#2
Claudio Hagenes#563383#0.6#8
Mauricio McKenzie#898164#0.6#2
Scot Welch#238003#0.6#3
Lawrence Kris#49056#0.91#4
Dahlia Gusikowski#495173#0.8#6
Eloy O'Keefe#535515#0.6#7
Jerry Stiedemann#290043#0.6#2
Donn Doyle#755398#0.6#6
Gerald Batz#826723#0.97#6
Chang Morissette#959997#0.6#7
Ezequiel Paucek#22059#0.6#6
Christopher Schumm#889761#0.6#7
Santos Feil#730865#0.6#7
Penney Cruickshank#57156#0.6#7
Leonel Conn#621329#0.6#4
Sabina Hane#209812#0.85#3
Mike Halvorson#276202#0.72#6
Claude Morar#762197#0.54#5
Shelby Hickle#441053#0.6#1
Florida Padberg#132521#0.6#9
Stuart Hansen#958944#0.76#8
Neil Johnston#737811#0.6#3
Edmond Upton#971762#0.6#1
Deandre Koch#312236#0.79#1
Roselee Bernhard#853946#0.83#1
Meghann Quigley#45268#0.65#8
Pauline Pfannerstill#969390#0.97#9
Porter Steuber#369978#0.6#6
Hayden Marks#313782#0.6#1
Christopher Mann#949187#0.51#10
Patience Orn#613104#0.71#5
Alice Nienow#858554#0.6#2
Shizue Gleason#652112#0.75#6
Lucile Roob#384607#0.6#5
Rickie Bode#935759#0.51#2
Ryan Shanahan#38711#0.6#9
Kristina Rath#366599#0.6#8
Alton Wilkinson#312877#0.66#7
Buck Bednar#27052#0.6#9
Versie Farrell#670528#0.99#3
Antwan Zulauf#8578#0.51#7
Mariko Auer#298972#0.87#2
Sharla Davis#670804#0.6#5
Elenora Towne#804092#0.97#2
Dannette Bauch#565970#0.59#9
Miguel Nitzsche#396530#0.6#6
Dalton Yundt#737993#0.6#8
Trent Dietrich#762605#0.85#10
Charissa Hand#170095#0.52#7
Clarence Hoeger#457937#0.6#2
Roma Bartoletti#239050#0.6#7
Conception Vandervort#943448#0.6#6
Wm Runolfsson#496703#0.52#9
Marlin Kiehn#565764#0.6#7
Marilyn Johnston#943460#0.6#7
Herbert Leannon#277795#0.6#7
Roseanne Erdman#540619#0.73#9
Yoshiko Rosenbaum#569878#0.72#8
Renna Krajcik#731056#0.6#6
Rhett Schuppe#762459#0.6#10
Byron Johns#588608#0.96#4
Gemma Jacobs#13348#0.78#9
Shawanda Fadel#754696#0.95#4
Cleveland Schowalter#249540#0.6#2
Kendrick Huels#486659#0.6#3
Elvis Douglas#732291#0.82#7
Catharine Cruickshank#303684#0.6#3
Sammie Bradtke#6513#0.72#9
Sadie Braun#438870#0.86#4
Junior Feest#452987#0.5#2
Walton McClure#274779#0.67#6
Belen Kihn#563862#0.6#6
Marguerita Grady#31821#0.6#2
Noble Waters#7623#0.79#10
Tyron Crooks#24567#0.5#6
Phillip Mayer#186711#0.6#4
Colby Bergnaum#350246#0.98#3
Mose Kuhn#712114#0.5#3
Val Luettgen#313030#0.6#8
Garland Crona#344727#0.69#1
Gordon Roob#539342#0.75#1
Lucienne Labadie#750558#0.6#6
Tobias Labadie#101219#0.6#1
Isidro Ryan#729491#0.6#5
Donovan Marquardt#31992#0.6#7
Queen Farrell#486407#0.6#3
Harold Wyman#261999#0.6#4
Ervin Klein#365442#0.6#6
Mahalia Adams#654240#0.72#2
Logan Klocko#756584#0.6#2
Isaac Leffler#255962#0.6#1
Solange Hettinger#879351#0.6#10
Madlyn Kutch#661451#0.67#10
Donnell Walter#828347#0.81#8
Kendra Swift#547075#0.6#8
Twyla Cruickshank#1000016#0.6#6
Karma Larkin#355831#0.6#1
Jazmin Johns#626910#0.63#6
Alan Effertz#844689#0.6#2
Sofia Olson#335898#0.6#7
Tracy Towne#661418#0.75#2
Jaymie Hermiston#532914#0.6#4
Sherita Kulas#98840#0.75#7
Toney Thompson#670841#0.6#5
Annita Hamill#956688#0.6#7
Voncile Nitzsche#851224#0.52#2
Irwin Willms#810705#0.77#8
Ruben Mohr#689456#0.6#6
Kaila Konopelski#611900#0.6#1
Yanira Yundt#455614#0.66#5
Jerri Hintz#494549#0.85#7
Modesto Daugherty#722624#0.8#6
Ellis Crona#275750#0.6#6
Dave Stoltenberg#997476#0.6#3
Ed Davis#714268#0.6#2
Oralia D'Amore#833747#0.95#1
Deirdre Roob#684606#0.6#9
Iva Marvin#951347#0.6#3
Shanita Cummings#767669#0.8#8
Nestor Schultz#157447#0.6#4
Joy Labadie#11110#0.8#9
Sid Wiegand#66827#0.6#5
Madeline Satterfield#884117#0.6#6
Tonia Bergnaum#679634#0.88#3
Nicholas Schuppe#864477#0.6#3
Eliana Sporer#57197#0.53#1
Wilbert Davis#393205#0.6#9
Rex Leffler#701897#0.58#4
Damien Kuhlman#542133#0.6#7
Shaquita Lesch#522105#0.69#1
Kirby Cole#199213#0.54#10
Elana Koss#670697#0.77#5
Del O'Hara#1004796#0.6#5
Lottie Ritchie#758024#0.55#2
Claude Aufderhar#621562#0.73#4
Tameka Kozey#244667#0.78#4
Jackson Bartoletti#1000908#0.84#1
Johnnie Dach#729517#0.72#9
Jewell Powlowski#127054#0.85#1
Luci Lind#809411#0.84#8
Mireille Langworth#450897#0.6#8
Rick Christiansen#670850#0.6#1
Royce Kuhn#155009#0.7#5
Zachariah Russel#781582#0.82#6
Modesto Langosh#469615#0.6#5
Archie Stokes#566126#0.6#6
Kemberly VonRueden#419354#0.6#4
Sherell Erdman#141954#0.94#7
Shila Haley#562212#0.71#1
Eusebio Lowe#762310#0.7#7
Dannie Lockman#138308#0.6#3
Delmer Ryan#634957#0.85#7
Ma Mann#583268#0.52#8
Rachell Mosciski#739476#0.93#7
Gregory Macejkovic#296538#0.6#9
Celestina Ziemann#920183#0.6#4
Sanjuana Batz#963379#0.6#9
Jannie Christiansen#273031#0.87#9
Jacque Quigley#568912#0.6#4
Herlinda Hettinger#875279#0.6#3
Soila Gulgowski#646385#0.6#4
Ivette Grady#941001#0.59#7
Willow Christiansen#39422#0.7#4
Albertha Jacobs#961072#0.6#8
Racheal Rowe#762348#0.91#8
Jude Abshire#863625#0.93#1
Mao Huel#522130#0.6#5
Bennie Kuhlman#565609#0.6#3
Kenton Parker#607484#0.6#1
Kieth Runte#311263#0.94#8
Margarete Williamson#649599#0.6#8
Aracely Osinski#56906#0.87#3
Randall Von#286917#0.87#10
Marquis Windler#119031#0.7#5
Trent Walker#32968#1.0#2
Wen Daniel#672730#0.6#7
Cornell Predovic#876911#0.99#9
Thanh Schuppe#832782#0.6#3
Walton Gibson#639488#0.89#2
Albert Von#653813#0.9#6
Nicole Mayert#110847#0.6#5
Jenee Baumbach#951292#0.64#2
Malisa Greenfelder#78902#0.96#7
Alec McDermott#243947#0.6#3
Levi Beier#21352#0.6#3
Shaun Jacobi#185142#0.6#3
Ferdinand Goldner#68635#0.6#3
Lee Hilpert#411667#0.6#9
Ludivina Littel#266664#0.94#4
Connie Carter#125396#0.87#5
Kelly Kunze#866594#0.6#9
Elton Hackett#734584#0.55#3
Reena Jast#822491#0.75#10
Mandie Walter#297287#0.75#6
Beatriz Gleichner#654807#0.6#1
Lynwood Wolf#685224#0.65#6
Willia Cartwright#574526#0.6#1
Erich Bauch#98639#0.8#10
Gilbert Doyle#540648#0.68#4
Eusebia Grant#188591#0.6#6
Bernie DuBuque#47627#0.57#1
Nicholas Crooks#313325#0.6#10
Justine Heller#156553#0.6#8
Keisha Padberg#424300#0.81#6
Andy Willms#954966#0.6#8
Kathrin Will#611057#0.6#8
Carroll Koch#503751#0.6#10
Colette Howe#323325#0.93#3
Tamisha McDermott#546643#0.6#6
Bev Kautzer#950889#0.78#9
William Kuhic#248333#0.6#5
Mickey Harber#480086#0.82#4
Jacinto Bergstrom#438063#0.63#8
Fermin Koepp#992753#0.6#5
Ty Robel#765102#0.99#4
Edith Thiel#449444#0.6#6
Georgianne Wehner#962608#0.68#5
Houston Purdy#275032#0.6#5
Nidia Lubowitz#789985#0.94#2
Le Cronin#825209#0.6#1
Jordan Kulas#332589#0.6#7
Columbus Altenwerth#963568#0.87#9
Thomas Bayer#117828#0.61#9
Isa Bode#567983#0.6#10
Darwin Schmeler#422371#0.6#7
Tomas Berge#735825#0.67#2
Rogelio Beer#729197#0.65#4
Geneva Hyatt#746886#0.6#1
Ahmad Cremin#675876#0.6#8
Samual Williamson#791305#0.6#2
Marlys Schinner#486106#0.67#3
Illa Greenholt#929061#0.6#3
Stefanie Roob#58851#0.84#5
Adelaide Buckridge#924284#0.6#8
Blossom Jacobi#868843#0.78#2
Angelia Kerluke#655536#0.71#2
Thomasina Weimann#648643#0.6#10
Leeann Mohr#46858#0.6#1
America Pfeffer#479008#0.55#3
Robena Johns#810318#0.6#4
Val McKenzie#108351#0.6#1
Curt Davis#888943#0.72#6
Edmond Hills#380422#0.6#2
Wendie Lockman#765480#0.63#4
Lupita Romaguera#108741#0.6#5
Joellen Abshire#847835#0.6#1
Daryl Lebsack#40640#0.6#3
Milan Bashirian#278045#0.7#9
Walter Kris#624066#0.6#7
Albertina Hodkiewicz#24325#0.52#3
Zack Aufderhar#250523#0.6#3
Peter Dooley#549848#0.93#2
Cecille McKenzie#773763#0.7#6
Judith Renner#416912#0.6#2
Kent Kreiger#94897#0.6#4
Tony Swift#230106#0.83#10
Salvador Hintz#551041#0.6#10
Winona Grimes#492781#0.7#6
Almeda Hudson#809166#0.77#4
Rosetta Kuhic#548592#0.6#4
Blondell Mosciski#864665#0.64#1
Ruby Botsford#996919#0.72#9
Buford Cummerata#248247#0.6#8
Nicholas Ratke#87147#0.7#8
Wilton Reilly#18217#0.6#4
Donovan McClure#872585#0.6#10
Cecil Cartwright#107000#0.6#1
Nancey Grady#816491#0.6#2
Gisele Rau#211062#0.72#10
Rutha Skiles#661767#0.99#10
Gale Bartoletti#935196#0.6#4
Odis Effertz#97203#0.99#10
Marilynn Stokes#219775#0.6#1
Francesco Wuckert#237889#0.6#10
Glayds Thiel#182767#0.66#3
Brande Smith#37310#0.6#1
Gigi Effertz#913548#0.99#2
Damien Leannon#340613#0.6#4
Alfonso Hills#868654#0.6#9
Terrance Raynor#348704#0.6#1
Tanner Mayert#180860#0.6#4
Flora Krajcik#170086#0.58#1
Peter Will#193136#0.71#10
Rob Ruecker#100767#0.56#8
Georgianna Schaefer#659392#0.83#3
Frederica Leannon#432261#0.6#9
Martin Gislason#291210#0.91#2
Hector Torp#248028#0.58#9
Diego Windler#31855#0.6#6
Tanya Sipes#275301#0.83#9
Robbyn Heidenreich#963863#0.51#4
Minh Ward#740735#0.84#9
Avery Emmerich#695177#0.5#3
Lilla Volkman#727593#0.67#3
Jason McClure#313349#0.51#5
Dewitt Olson#410087#0.68#4
Lavonne Gleason#150743#0.6#7
Almeta Lynch#639209#0.68#8
Charlette Padberg#764453#0.6#6
Ernestine O'Reilly#666096#0.76#2
Dorian Runte#273438#0.84#7
Dick Gleichner#979911#0.6#6
Nicholas Hickle#570950#0.73#9
Emilio Pfannerstill#634138#0.6#5
Edda Toy#674672#0.6#6
Chas Trantow#288059#0.6#7
Wilmer Kling#7892#0.7#3
Kaley Runolfsson#479942#0.83#8
Thad Bogan#110060#0.67#9
Sam Kulas#366379#0.57#1
Reginia Gerlach#536920#0.6#6
Tisa Kreiger#891808#0.68#10
Vicky Russel#429716#0.6#8
Loise Barton#143707#0.99#1
Bernie Hickle#132664#0.6#6
Cinthia Toy#578310#0.81#3
Carrol Zieme#15192#0.64#8
Myrtice Murazik#268336#0.6#6
Rosette Shanahan#80639#0.6#6
Augustine Schowalter#40534#0.6#6
Yung Fisher#281903#0.53#7
Wilfredo Tromp#160706#0.6#5
Andy Blanda#136229#0.72#1
Tim Ebert#146401#0.89#6
Jerica Bruen#392660#0.56#5
Margarite Runte#264063#0.6#3
Josh Emard#283907#0.62#4
Britney Reichert#292943#0.6#1
Minh Leannon#272960#0.69#8
Georgette Kutch#314890#0.6#1
Daphne Hartmann#97241#0.67#10
Carmelo Stracke#328244#0.98#1
Raven Buckridge#741318#0.99#2
Sierra Kirlin#974648#0.56#2
Manie Beer#93374#0.54#7
Khadijah Kohler#321364#0.6#8
Ping Hilll#670791#0.83#10
Hisako Blick#875636#0.6#3
Ollie Bartoletti#548256#0.6#7
Lorraine O'Conner#635022#0.6#6
Kristofer Satterfield#636534#0.6#1
Lindsey Nader#431952#0.6#5
Joye Gerlach#116985#0.78#1
Rosario Kulas#256531#0.6#7
Troy Stanton#237588#0.69#9
Val Dach#937881#0.85#10
Christina Nikolaus#741304#0.98#3
Lyle Stiedemann#677776#0.6#9
Weston Denesik#920954#0.51#5
Rochelle Bradtke#947187#0.6#2
Van Nikolaus#755754#0.5#4
Alba Boyle#750677#0.6#3
John Heidenreich#597562#0.6#8
Leslie Littel#515227#0.85#1
Katelin Legros#685638#0.52#8
Monty Lueilwitz#361982#0.6#2
Pennie Jakubowski#990929#0.6#5
Classie Ziemann#49509#0.85#4
Lana MacGyver#902221#0.59#5
Don Deckow#717597#0.6#3
Madelyn Jones#571631#0.6#4
Marni Rutherford#601846#0.65#5
Shelton Renner#330112#0.62#1
Robby McCullough#764474#0.6#2
Octavio Stamm#128476#0.86#3
Brandy Kris#936030#0.53#5
Buffy Jenkins#633230#0.89#7
Johnie Robel#335888#0.95#9
Pat Romaguera#738001#0.95#4
Debera Lynch#498652#0.6#6
Sima Stracke#412092#0.6#6
Herb Satterfield#27479#0.53#3
Sylvester Windler#798346#0.56#1
Tanner Olson#28028#0.6#2
Anitra Grant#677216#0.6#9
Taylor Ward#406468#0.6#1
Walter Brown#275454#0.6#8
Nichelle Hand#368109#0.54#9
Alexander Leuschke#300425#0.76#10
Tosha Aufderhar#750001#0.6#3
Rosenda Davis#705761#0.7#4
Echo Altenwerth#662673#0.55#10
Markus Gleichner#944972#0.91#3
Holli Jacobi#191601#0.53#10
Randell Skiles#350208#0.74#10
Bea Schimmel#432269#0.6#4
Jerrold Homenick#621931#0.6#2
Marcelo Carroll#533580#0.6#4
Carter McKenzie#192626#0.6#3
Frankie Kovacek#665422#0.6#5
Kareen Dicki#77896#0.61#5
Kelle Keebler#430026#0.6#10
Vi Hintz#917624#0.6#9
Branden Sanford#460055#0.6#1
Mina Schulist#579046#0.6#8
Joe Bayer#547442#0.68#2
Luz Heathcote#238464#0.93#10
Shanae Durgan#545290#0.6#5
Oliver Purdy#789035#0.6#7
Esteban Bradtke#321458#0.6#2
Columbus Mueller#826586#0.98#7
Garnet Raynor#202518#0.6#2
Laverne Becker#640651#0.7#10
Dean Klocko#217317#0.6#2
Gale Beatty#927072#0.6#1
Miesha Borer#333553#0.6#9
Shaunta Vandervort#749744#0.6#6
Rita Cummerata#903559#0.6#8
Ada Dickens#537268#0.6#4
Bobby Zboncak#228734#0.56#8
Gabriel Sipes#718786#0.63#10
Herman Mraz#412710#0.6#5
Antony Cronin#740869#0.6#10
Maureen Hagenes#645974#0.99#2
Lindsay Oberbrunner#908601#0.6#4
Ken McKenzie#405659#0.6#7
Paulina Stanton#592077#0.98#3
King Collier#190202#0.6#1
Krysten Lesch#30865#0.6#4
Adrian Homenick#809181#0.6#8
Missy Cruickshank#452138#0.86#6
Darren Beahan#389493#0.6#1
Carl Pollich#419243#0.6#6
Pasty Wilderman#855865#0.6#10
Garth Reinger#214943#0.6#1
Bennett Pfannerstill#898056#0.6#1
Chung Torp#590174#0.6#1
Matilda Hackett#435170#0.76#2
Santiago Roob#693814#0.72#2
Christoper Wiza#656374#0.87#8
Loida Jakubowski#800070#0.6#10
Frederic Moen#441818#0.6#4
Ashlea Kozey#55682#0.62#5
Ghislaine Senger#735083#0.6#8
Ja Bogan#666845#0.6#1
Vernetta Legros#777183#0.7#10
Jules Bernhard#512237#0.51#3
Marcos Hammes#752132#0.91#9
Eve Graham#551323#0.93#3
Tristan Rogahn#880277#0.6#1
Victor Graham#144066#0.6#7
Jacinta Brekke#843509#0.79#3
Jess Monahan#617160#0.6#6
Casie Larkin#212664#0.6#8
Kendall Konopelski#330240#0.76#3
Trevor Mosciski#988126#0.6#5
Tammera Hudson#213805#0.6#9
Lavinia Bartoletti#336806#0.8#2
Gale Harris#572292#0.7#3
Federico Buckridge#229686#0.6#6
Wilfred Schaden#190963#0.6#2
Michael O'Conner#966618#0.74#2
Antoinette Becker#781166#0.6#1
Gay Sporer#835536#0.6#4
Francesco Schmeler#768586#0.88#5
Issac Collier#254240#0.6#6
Cordell Goyette#284911#0.6#2
Javier Marvin#408279#0.6#5
Zackary Hettinger#795110#0.56#7
Cayla Toy#246072#0.84#8
Jessie Brekke#812899#0.71#7
Carman O'Kon#284491#0.57#6
Ramon Schoen#348284#0.6#9
Mitchel Cartwright#797239#0.88#8
Margherita Armstrong#621877#0.6#5
Pamila Hayes#471222#0.6#5
Shayne Murphy#215309#0.6#6
Tom Morar#695717#0.6#8
Natashia Howe#305715#0.77#9
Annalisa Marvin#780465#0.6#7
Murray Walsh#458090#0.99#10
Donald O'Reilly#500119#0.6#4
Ardelle Vandervort#933232#0.57#5
Roselle Denesik#510697#0.67#6
Velvet Koepp#979369#0.6#1
